,Intensidad,Magnitud,GAP
1925,3.4,4.7,109.0
1926,3.4,5.2,115.2
1927,3.9,4.6,133.0
1928,4.3,4.5,108.0
1929,4.3,4.5,126.0
1930,4.3,4.5,115.0
1931,4.3,5.0,37.0
1932,4.3,5.0,85.9
1933,4.3,4.3,136.0
1934,4.3,4.8,101.8
1935,4.3,5.8,26.0
1936,4.3,4.6,133.0
1937,4.3,4.6,114.0
1938,4.3,5.1,59.0
1939,4.3,5.4,37.0
1940,4.3,4.7,120.0
1941,4.3,4.7,66.0
1942,4.8,5.0,95.0
1943,4.8,4.8,114.0
1944,4.8,4.6,122.0
1945,4.8,4.9,118.0
1946,4.8,4.9,100.0
1947,4.8,4.2,128.0
1948,4.8,4.7,67.0
1949,4.8,5.7,31.6
1950,5.3,4.5,92.0
1951,5.3,5.0,42.0
1952,5.3,5.0,95.0
1953,5.3,5.0,115.0
1954,5.3,5.0,63.9
1955,5.3,5.0,59.6
1956,5.3,4.8,102.0
1957,5.3,4.6,112.0
1958,5.3,4.6,111.9
1959,5.3,4.7,85.0
1960,5.3,5.2,52.0
1961,3.3,4.5,128.0
1962,3.3,4.6,137.0
1963,3.8,4.5,118.0
1964,3.8,4.5,114.0
1965,3.8,4.3,126.2
1966,3.8,4.8,97.8
1967,3.8,4.6,120.0
1968,3.8,4.6,94.0
1969,3.8,4.6,133.0
1970,3.8,4.6,128.0
1971,3.8,4.4,90.0
1972,3.8,4.4,126.0
1973,3.8,4.9,49.5
1974,3.8,4.9,68.6
1975,3.8,4.9,117.4
1976,3.8,5.4,56.9
1977,3.8,4.7,110.0
1978,3.8,4.7,108.0
1979,3.8,4.7,99.0
1980,4.1,4.0,167.0
1981,4.1,4.5,155.0
1982,4.1,4.5,116.0
1983,4.1,5.0,78.0
1984,4.1,4.3,124.0
1985,4.1,4.8,120.0
1986,4.1,5.1,47.7
1987,4.1,4.4,136.0
1988,4.1,4.9,63.0
1989,4.1,4.7,108.5
1990,4.6,4.5,107.0
1991,4.6,4.5,120.0
1992,4.6,4.8,57.2
1993,4.6,4.6,108.0
1994,4.6,4.6,118.0
1995,4.6,4.6,119.0
1996,4.6,5.1,49.0
1997,4.6,4.9,101.8
1998,5.6,5.0,70.4
1999,5.6,5.3,37.0
2000,5.6,5.1,66.0
2001,5.6,5.1,65.0
2002,5.6,4.9,90.0
2003,2.2,4.5,131.0
2004,2.2,4.3,144.0
2005,2.2,4.3,74.0
2006,2.2,4.3,126.0
2007,2.2,4.1,149.0
2008,2.2,4.1,90.0
2009,2.2,4.6,101.0
2010,2.2,4.6,117.8
2011,2.2,3.2,160.0
2012,2.2,4.4,116.0
2013,2.2,4.9,112.0
2014,2.2,4.2,144.0
2015,2.2,4.7,119.3
2016,2.2,4.4,127.0
2017,2.7,4.5,156.0
2018,2.7,4.5,143.0
2019,2.7,4.5,138.0
2020,2.7,4.5,142.0
2021,2.7,4.5,108.8
2022,2.7,5.0,20.4
2023,2.7,5.0,69.7
2024,2.7,3.4,171.0
2025,2.7,3.9,146.0
2026,2.7,4.3,133.0
2027,2.7,4.3,150.0
2028,2.7,4.1,148.0
2029,2.7,4.6,72.0
2030,2.7,4.6,135.0
2031,2.7,4.6,129.0
2032,2.7,4.6,120.0
2033,2.7,4.4,122.0
2034,2.7,4.4,123.0
2035,2.7,4.4,138.0
2036,2.7,4.4,154.0
2037,2.7,4.4,127.0
2038,2.7,4.4,173.6
2039,2.7,4.9,150.0
2040,2.7,4.2,97.0
2041,2.7,4.2,156.0
2042,2.7,4.2,156.0
2043,2.7,4.2,109.0
2044,2.7,4.7,138.0
2045,2.7,4.7,112.4
2046,5.4,5.0,51.0
2047,5.4,5.0,42.0
2048,5.4,5.0,113.0
2049,5.4,5.0,27.0
2050,5.4,5.3,88.0
2051,5.4,5.3,66.0
2052,5.4,4.4,133.0
2053,5.4,4.9,97.0
2054,5.4,4.9,83.0
2055,5.4,5.4,59.6
2056,5.4,4.7,53.0
2057,5.4,4.7,120.2
2058,5.4,4.7,113.1
2059,3.1,4.5,123.0
2060,3.1,4.5,127.0
2061,3.1,4.5,147.0
2062,3.1,4.5,142.0
2063,3.1,4.5,121.0
2064,3.1,4.5,113.0
2065,3.1,5.0,113.0
2066,3.1,4.3,144.0
2067,3.1,4.3,176.0
2068,3.1,4.3,144.0
2069,3.1,4.3,171.0
2070,3.1,4.3,131.0
2071,3.1,4.3,135.0
2072,3.1,4.3,113.0
2073,3.1,4.8,128.0
2074,3.1,4.8,86.4
2075,3.1,4.1,153.0
2076,3.1,4.1,133.0
2077,3.1,4.6,103.0
2078,3.1,4.6,96.0
2079,3.1,4.6,128.0
2080,3.1,4.6,108.0
2081,3.1,4.6,84.1
2082,3.1,4.4,129.0
2083,3.1,4.4,117.0
2084,3.1,4.4,136.0
2085,3.1,4.4,138.0
2086,3.1,4.4,114.2
2087,3.1,4.4,126.4
2088,3.1,4.9,130.0
2089,3.1,4.9,114.3
2090,3.1,4.2,153.0
2091,3.1,4.2,133.0
2092,3.1,4.2,136.0
2093,3.1,4.2,119.0
2094,3.1,4.7,69.0
2095,3.1,5.7,23.4
2096,3.6,4.5,128.0
2097,3.6,5.5,30.7
2098,3.6,4.7,143.0
2099,4.2,4.5,86.0
2100,4.2,4.3,115.0
2101,4.2,4.6,117.0
2102,4.2,4.6,120.0
2103,7.9,6.6,16.7
2104,2.0,4.4,70.0
2105,1.0,4.5,120.0
2106,1.0,4.8,37.0
2107,1.0,4.6,134.0
2108,1.0,4.6,47.0
2109,1.0,4.9,77.0
2110,1.0,4.2,73.0
2111,3.4,4.6,63.6
2112,4.3,5.4,43.7
2113,4.8,4.3,124.4
2114,4.1,5.7,27.1
2115,4.6,4.4,63.0
2116,2.2,4.5,68.0
2117,2.2,5.1,52.0
2118,3.1,4.4,102.0
2119,3.2,4.5,91.0
2120,6.1,5.1,20.0
2121,6.3,5.4,62.0
2122,6.0,4.5,118.6
2123,6.0,5.1,32.8
2124,1.0,4.3,79.0
2125,1.0,4.4,88.0
2126,1.0,4.2,102.0
2127,3.4,4.5,116.0
2128,3.4,4.5,137.0
2129,3.4,4.6,115.0
2130,3.4,4.6,113.8
2131,4.3,4.8,98.0
2132,4.3,4.6,90.0
2133,4.3,4.7,101.0
2134,4.8,4.1,127.0
2135,4.8,4.6,102.0
2136,4.8,4.6,93.4
2137,4.8,4.7,84.9
2138,5.3,4.9,56.8
2139,5.3,4.9,59.8
2140,5.3,4.9,108.1
2141,3.8,4.5,120.9
2142,3.8,4.5,119.8
2143,3.8,4.8,120.3
2144,3.8,4.7,113.9
2145,4.1,4.3,134.0
2146,4.1,4.6,68.0
2147,4.1,4.6,140.0
2148,4.6,5.0,94.0
2149,4.6,4.8,48.2
2150,4.6,4.4,119.0
2151,4.6,4.7,41.1
2152,2.7,4.2,103.0
2153,3.1,4.5,119.0
2154,3.1,4.5,83.0
2155,3.1,3.8,133.0
2156,3.1,4.6,120.0
2157,5.7,5.7,36.0
2158,3.4,4.6,34.0
2159,3.4,4.7,43.0
2160,3.1,4.9,28.0
2161,2.6,4.8,122.3
2162,6.8,5.2,67.0
2163,2.5,4.3,67.0
2164,6.0,5.8,20.6
2165,1.0,4.6,88.0
2166,3.4,4.4,94.7
2167,3.9,4.6,97.2
2168,5.3,5.5,51.3
2169,5.3,5.1,56.4
2170,3.8,4.7,95.0
2171,4.6,4.2,111.4
2172,2.2,4.5,137.0
2173,2.2,4.5,79.0
2174,2.2,4.4,67.0
2175,2.7,4.5,115.0
2176,3.1,4.5,113.0
2177,3.1,4.3,131.0
2178,3.1,4.4,118.2
2179,3.1,4.4,123.2
2180,3.6,4.7,112.8
2181,7.5,6.2,23.0
2182,1.0,4.3,38.0
2183,3.4,4.6,65.0
2184,2.6,4.5,100.0
2185,8.1,5.0,73.0
2186,0.0,5.0,126.0
2187,3.7,5.0,64.1
2188,3.7,5.5,73.0
2189,7.7,6.0,32.0
2190,4.9,4.3,95.0
2191,0.0,4.3,168.0
2192,3.2,4.8,116.0
2193,5.7,5.3,48.0
2194,3.5,5.3,77.9
2195,3.0,5.8,20.5
2196,7.7,5.1,72.0
2197,5.1,5.1,121.0
2198,2.4,5.1,35.0
2199,3.5,6.1,10.7
2200,8.1,6.6,32.0
2201,2.6,4.9,95.1
2202,2.8,4.9,74.8
2203,0.0,5.4,68.0
2204,6.4,5.9,22.0
2205,6.3,6.9,28.0
2206,5.8,5.2,58.0
2207,3.7,5.2,57.0
2208,3.2,5.7,27.5
2209,5.2,6.2,16.0
2210,4.5,7.2,10.1
2211,6.4,6.2,31.0
2212,2.0,4.0,107.0
2213,2.0,5.0,93.0
2214,2.0,5.3,56.0
2215,2.0,5.3,33.0
2216,2.0,4.6,64.0
2217,2.0,5.1,63.2
2218,2.0,5.6,54.0
2219,2.0,4.4,75.0
2220,2.0,4.4,60.0
2221,2.0,4.9,113.0
2222,2.0,4.9,132.0
2223,2.0,4.9,99.0
2224,2.0,4.9,69.0
2225,2.0,4.3,150.0
2226,2.5,5.5,81.0
2227,2.5,4.6,88.0
2228,2.5,4.9,133.0
2229,2.5,4.7,108.0
2230,5.0,6.1,24.8
2231,5.0,4.9,111.0
2232,5.0,5.9,56.2
2233,5.0,6.2,18.3
2234,1.0,4.0,103.0
2235,1.0,4.0,108.0
2236,1.0,4.0,136.0
2237,1.0,4.0,134.0
2238,1.0,4.0,56.0
2239,1.0,4.0,109.0
2240,1.0,4.0,134.0
2241,1.0,4.0,137.0
2242,1.0,4.0,135.0
2243,1.0,4.0,105.0
2244,1.0,4.0,81.0
2245,1.0,4.0,67.0
2246,1.0,4.0,84.0
2247,1.0,4.5,89.0
2248,1.0,4.5,42.0
2249,1.0,4.5,99.0
2250,1.0,4.5,134.0
2251,1.0,4.5,99.0
2252,1.0,4.5,136.0
2253,1.0,4.5,119.0
2254,1.0,4.5,119.0
2255,1.0,4.5,96.0
2256,1.0,4.5,126.0
2257,1.0,4.5,95.0
2258,1.0,4.5,118.0
2259,1.0,4.5,83.0
2260,1.0,4.5,77.0
2261,1.0,4.5,133.0
2262,1.0,4.5,104.0
2263,1.0,4.5,138.0
2264,1.0,4.5,137.0
2265,1.0,4.5,134.0
2266,1.0,4.5,136.0
2267,1.0,4.5,101.0
2268,1.0,4.5,175.0
2269,1.0,4.5,165.0
2270,1.0,4.5,136.0
2271,1.0,5.0,96.0
2272,1.0,5.0,97.0
2273,1.0,5.0,74.0
2274,1.0,5.0,123.0
2275,1.0,5.0,38.0
2276,1.0,5.0,91.0
2277,1.0,5.0,51.0
2278,1.0,5.0,98.0
2279,1.0,5.0,74.0
2280,1.0,5.0,66.0
2281,1.0,4.3,136.0
2282,1.0,4.3,95.0
2283,1.0,4.3,120.0
2284,1.0,4.3,102.0
2285,1.0,4.3,158.0
2286,1.0,4.3,149.0
2287,1.0,4.3,84.0
2288,1.0,4.3,130.0
2289,1.0,4.3,119.0
2290,1.0,4.3,52.0
2291,1.0,4.3,109.0
2292,1.0,4.3,84.0
2293,1.0,4.3,170.0
2294,1.0,4.3,131.0
2295,1.0,4.3,131.0
2296,1.0,4.3,82.0
2297,1.0,4.3,135.0
2298,1.0,4.3,169.0
2299,1.0,4.3,134.0
2300,1.0,4.3,179.0
2301,1.0,4.3,133.0
2302,1.0,4.3,100.0
2303,1.0,4.3,102.0
2304,1.0,4.3,169.0
2305,1.0,4.3,127.0
2306,1.0,4.3,138.0
2307,1.0,4.8,77.0
2308,1.0,4.8,97.0
2309,1.0,4.8,55.0
2310,1.0,4.8,96.0
2311,1.0,4.8,95.0
2312,1.0,4.8,135.0
2313,1.0,4.8,122.0
2314,1.0,4.8,71.0
2315,1.0,4.8,60.0
2316,1.0,4.8,161.0
2317,1.0,4.8,46.0
2318,1.0,4.8,102.0
2319,1.0,5.3,91.0
2320,1.0,5.3,49.0
2321,1.0,5.3,41.0
2322,1.0,5.3,24.0
2323,1.0,4.1,151.0
2324,1.0,4.1,156.0
2325,1.0,4.1,153.0
2326,1.0,4.1,170.0
2327,1.0,4.1,167.0
2328,1.0,4.1,178.0
2329,1.0,4.1,138.0
2330,1.0,4.1,124.0
2331,1.0,4.1,157.0
2332,1.0,4.1,138.0
2333,1.0,4.1,96.0
2334,1.0,4.1,95.0
2335,1.0,4.1,177.0
2336,1.0,4.1,96.0
2337,1.0,4.1,55.0
2338,1.0,4.1,55.0
2339,1.0,4.1,176.0
2340,1.0,4.1,143.0
2341,1.0,4.1,174.0
2342,1.0,4.1,92.0
2343,1.0,4.1,141.0
2344,1.0,4.1,167.0
2345,1.0,4.1,136.0
2346,1.0,4.1,161.0
2347,1.0,4.1,138.0
2348,1.0,4.6,72.0
2349,1.0,4.6,179.0
2350,1.0,4.6,165.0
2351,1.0,4.6,101.0
2352,1.0,4.6,136.0
2353,1.0,4.6,51.0
2354,1.0,4.6,135.0
2355,1.0,4.6,176.0
2356,1.0,4.6,114.0
2357,1.0,4.6,130.0
2358,1.0,4.6,80.0
2359,1.0,4.6,136.0
2360,1.0,4.6,102.0
2361,1.0,4.6,134.0
2362,1.0,4.6,82.0
2363,1.0,4.6,125.0
2364,1.0,4.6,171.0
2365,1.0,4.6,105.0
2366,1.0,4.6,134.0
2367,1.0,4.6,177.0
2368,1.0,4.6,143.0
2369,1.0,4.6,136.0
2370,1.0,4.6,137.0
2371,1.0,4.6,87.0
2372,1.0,5.1,73.0
2373,1.0,5.1,74.0
2374,1.0,5.1,62.0
2375,1.0,4.4,99.0
2376,1.0,4.4,87.0
2377,1.0,4.4,170.0
2378,1.0,4.4,107.0
2379,1.0,4.4,135.0
2380,1.0,4.4,107.0
2381,1.0,4.4,73.0
2382,1.0,4.4,134.0
2383,1.0,4.4,142.0
2384,1.0,4.4,127.0
2385,1.0,4.4,136.0
2386,1.0,4.4,166.0
2387,1.0,4.4,135.0
2388,1.0,4.4,99.0
2389,1.0,4.4,114.0
2390,1.0,4.4,174.0
2391,1.0,4.4,157.0
2392,1.0,4.4,71.0
2393,1.0,4.4,178.0
2394,1.0,4.4,102.0
2395,1.0,4.4,58.0
2396,1.0,4.4,134.0
2397,1.0,4.4,159.0
2398,1.0,4.4,136.0
2399,1.0,4.4,141.0
2400,1.0,4.4,124.0
2401,1.0,4.4,150.0
2402,1.0,4.4,136.0
2403,1.0,4.4,157.0
2404,1.0,4.4,148.0
2405,1.0,4.9,45.0
2406,1.0,4.9,64.0
2407,1.0,4.9,117.0
2408,1.0,4.9,67.0
2409,1.0,4.9,134.0
2410,1.0,4.9,81.0
2411,1.0,4.9,98.0
2412,1.0,4.9,136.0
2413,1.0,5.4,55.0
2414,1.0,4.2,142.0
2415,1.0,4.2,110.0
2416,1.0,4.2,95.0
2417,1.0,4.2,85.0
2418,1.0,4.2,96.0
2419,1.0,4.2,136.0
2420,1.0,4.2,99.0
2421,1.0,4.2,86.0
2422,1.0,4.2,40.0
2423,1.0,4.2,114.0
2424,1.0,4.2,90.0
2425,1.0,4.2,164.0
2426,1.0,4.2,178.0
2427,1.0,4.2,144.0
2428,1.0,4.2,115.0
2429,1.0,4.2,173.0
2430,1.0,4.2,101.0
2431,1.0,4.2,166.0
2432,1.0,4.2,72.0
2433,1.0,4.2,144.0
2434,1.0,4.2,158.0
2435,1.0,4.2,176.0
2436,1.0,4.2,178.0
2437,1.0,4.2,157.0
2438,1.0,4.2,160.0
2439,1.0,4.2,134.0
2440,1.0,4.2,95.0
2441,1.0,4.7,102.0
2442,1.0,4.7,102.0
2443,1.0,4.7,76.0
2444,1.0,4.7,97.0
2445,1.0,4.7,126.0
2446,1.0,4.7,70.0
2447,1.0,4.7,126.0
2448,1.0,4.7,102.0
2449,1.0,4.7,170.0
2450,1.0,4.7,94.0
2451,1.0,4.7,136.0
2452,1.0,4.7,92.0
2453,1.0,4.7,134.0
2454,1.0,4.7,88.0
2455,1.0,4.7,137.0
2456,1.0,4.7,168.0
2457,1.0,4.7,74.0
2458,1.0,4.7,127.0
2459,1.0,4.7,138.0
2460,1.0,4.7,137.0
2461,1.0,4.7,134.0
2462,1.0,4.7,147.0
2463,1.0,4.7,138.0
2464,1.0,4.7,70.0
2465,1.0,4.7,107.0
2466,1.0,4.7,98.0
2467,1.0,4.7,98.0
2468,1.0,4.7,142.0
2469,1.0,5.2,76.0
2470,1.0,5.2,73.0
2471,2.9,5.0,76.0
2472,2.9,5.0,75.0
2473,2.9,5.5,95.0
2474,2.9,4.9,124.0
2475,2.9,4.9,123.0
2476,2.9,5.4,92.0
2477,3.4,4.5,71.0
2478,3.4,5.0,76.0
2479,3.4,5.0,46.0
2480,3.4,4.8,76.0
2481,3.4,4.8,111.0
2482,3.4,5.3,126.0
2483,3.4,4.6,60.0
2484,3.4,4.6,68.0
2485,3.4,4.6,108.1
2486,3.4,5.1,93.0
2487,3.4,5.1,72.7
2488,3.4,6.1,14.0
2489,3.4,6.1,28.0
2490,3.4,4.9,75.0
2491,3.4,5.9,61.0
2492,3.4,4.2,128.0
2493,3.4,4.7,46.0
2494,3.4,4.6,83.0
2495,3.9,4.4,57.0
2496,3.9,4.9,82.0
2497,3.9,5.4,65.0
2498,3.9,4.7,43.0
2499,4.3,5.0,111.0
2500,4.3,5.0,61.4
2501,4.3,5.5,33.8
2502,4.3,5.6,76.8
2503,4.3,6.1,54.0
2504,4.3,5.9,34.0
2505,4.3,5.2,114.0
2506,4.8,7.0,25.0
2507,4.8,6.9,18.8
2508,5.3,6.7,22.0
2509,3.3,4.9,41.0
2510,3.3,4.9,91.3
2511,3.8,5.5,114.0
2512,3.8,5.5,68.7
2513,3.8,3.9,178.0
2514,3.8,4.8,84.0
2515,3.8,5.3,70.0
2516,3.8,5.3,40.0
2517,3.8,5.3,72.0
2518,3.8,5.3,114.0
2519,3.8,4.4,74.0
2520,3.8,4.9,124.0
2521,3.8,4.9,38.0
2522,3.8,6.4,32.7
2523,3.8,5.2,34.0
2524,3.8,5.2,63.5
2525,3.8,5.7,40.0
2526,3.8,6.0,44.0
2527,4.1,4.5,72.0
2528,4.1,4.5,73.0
2529,4.1,5.0,81.0
2530,4.1,4.8,52.0
2531,4.1,5.1,132.3
2532,4.1,5.6,35.0
2533,4.1,4.9,74.0
2534,4.1,4.9,65.0
2535,4.1,5.4,65.0
2536,4.1,5.9,30.0
2537,4.6,4.5,127.0
2538,4.6,5.0,122.0
2539,5.6,5.4,32.0
2540,2.2,4.5,85.0
2541,2.2,5.0,84.0
2542,2.2,4.3,127.0
2543,2.2,4.3,104.0
2544,2.2,4.8,126.0
2545,2.2,4.6,124.0
2546,2.2,4.6,137.0
2547,2.2,4.6,62.0
2548,2.2,5.1,74.0
2549,2.2,5.6,30.7
2550,2.2,4.4,104.0
2551,2.2,4.9,73.8
2552,2.2,4.7,88.0
2553,2.2,4.7,100.0
2554,2.2,4.7,82.0
2555,2.2,5.2,114.0
2556,2.7,4.5,36.0
2557,2.7,4.5,75.0
2558,2.7,4.5,150.0
2559,2.7,5.0,80.0
2560,2.7,5.0,133.0
2561,2.7,5.0,86.0
2562,2.7,6.0,41.3
2563,2.7,4.8,80.0
2564,2.7,4.8,81.1
2565,2.7,4.6,72.0
2566,2.7,4.4,101.0
2567,2.7,4.9,97.0
2568,2.7,4.9,82.0
2569,2.7,4.9,103.0
2570,2.7,4.9,102.0
2571,2.7,4.9,33.0
2572,2.7,4.7,95.0
2573,2.7,5.2,88.0
2574,2.7,5.2,60.0
2575,2.7,5.7,48.0
2576,2.7,5.0,138.0
2577,2.7,5.0,103.0
2578,5.4,5.5,36.0
2579,5.4,5.2,42.0
2580,3.1,4.5,63.0
2581,3.1,5.0,165.0
2582,3.1,5.0,41.0
2583,3.1,5.5,77.0
2584,3.1,4.3,134.0
2585,3.1,4.3,130.0
2586,3.1,4.8,97.0
2587,3.1,5.3,56.4
2588,3.1,4.6,133.0
2589,3.1,4.6,82.0
2590,3.1,4.6,37.0
2591,3.1,4.6,68.2
2592,3.1,5.1,68.4
2593,3.1,5.6,32.1
2594,3.1,4.4,73.0
2595,3.1,4.9,118.0
2596,3.1,4.9,83.0
2597,3.1,4.9,65.0
2598,3.1,4.9,98.0
2599,3.1,5.4,19.0
2600,3.1,5.2,116.0
2601,3.1,5.2,47.0
2602,3.1,5.0,100.0
2603,3.1,5.6,55.0
2604,3.1,5.2,49.0
2605,3.6,5.5,78.1
2606,3.6,5.5,30.4
2607,3.6,4.8,70.0
2608,3.6,5.1,59.5
2609,3.6,4.7,118.3
2610,3.6,6.2,33.0
2611,4.2,4.6,77.0
2612,4.2,5.2,58.0
2613,4.5,4.5,33.0
2614,6.8,5.3,33.0
2615,7.4,5.1,89.0
2616,5.2,6.1,13.0
2617,6.1,4.9,85.0
2618,6.6,4.9,53.0
2619,7.4,6.7,23.9
2620,7.2,5.6,50.0
2621,1.0,4.0,71.0
2622,1.0,4.3,81.0
2623,1.0,4.1,36.0
2624,1.0,4.6,54.0
2625,1.0,4.4,88.0
2626,1.0,4.2,42.0
2627,1.0,4.9,53.0
2628,3.4,4.6,67.6
2629,3.4,4.8,87.0
2630,2.2,4.6,88.0
2631,2.7,4.9,90.0
2632,5.4,5.2,66.1
2633,3.1,4.8,67.0
2634,6.3,4.7,53.1
2635,1.0,4.2,126.0
2636,2.9,4.6,113.0
2637,3.4,3.8,128.0
2638,3.9,4.4,115.0
2639,5.3,4.8,67.5
2640,3.8,4.7,117.0
2641,4.1,4.6,43.0
2642,4.1,4.4,143.0
2643,2.2,4.2,158.0
2644,2.7,4.3,137.0
2645,5.4,6.0,15.0
2646,5.4,4.3,114.0
2647,3.1,4.3,143.0
2648,4.2,4.5,106.0
2649,6.3,6.0,32.0
2650,9.1,7.0,32.0
2651,5.2,4.7,85.0
2652,5.8,5.2,55.0
2653,7.9,6.2,18.0
2654,2.0,4.5,95.0
2655,2.0,4.5,86.0
2656,2.0,4.7,95.0
2657,5.0,5.3,51.0
2658,1.0,4.5,72.0
2659,1.0,4.5,101.0
2660,1.0,4.5,104.0
2661,1.0,4.5,99.0
2662,1.0,4.5,102.0
2663,1.0,4.5,89.0
2664,1.0,4.5,91.0
2665,1.0,4.5,101.0
2666,1.0,4.5,107.0
2667,1.0,4.3,90.0
2668,1.0,4.3,114.0
2669,1.0,4.3,125.0
2670,1.0,4.3,91.0
2671,1.0,4.3,104.0
2672,1.0,4.3,125.0
2673,1.0,4.3,110.0
2674,1.0,4.3,63.0
2675,1.0,4.3,92.0
2676,1.0,4.8,54.0
2677,1.0,4.8,100.0
2678,1.0,5.3,32.0
2679,1.0,5.3,22.0
2680,1.0,4.1,100.0
2681,1.0,4.1,73.0
2682,1.0,4.6,91.0
2683,1.0,4.6,86.0
2684,1.0,4.6,91.0
2685,1.0,4.6,61.0
2686,1.0,4.6,85.0
2687,1.0,4.4,126.0
2688,1.0,4.4,92.0
2689,1.0,4.4,71.0
2690,1.0,4.4,97.0
2691,1.0,4.4,106.0
2692,1.0,4.4,85.0
2693,1.0,4.2,102.0
2694,1.0,4.2,90.0
2695,1.0,4.2,103.0
2696,1.0,4.2,59.0
2697,1.0,4.7,99.0
2698,1.0,4.7,105.0
2699,1.0,4.7,91.0
2700,1.0,4.7,51.0
2701,3.4,4.5,150.0
2702,3.4,4.3,101.0
2703,3.4,4.3,92.0
2704,3.4,4.6,101.0
2705,3.4,5.7,61.0
2706,3.9,4.4,97.0
2707,4.3,4.6,85.0
2708,4.3,5.4,58.0
2709,3.3,4.4,102.0
2710,3.8,4.6,92.0
2711,3.8,5.1,32.0
2712,3.8,4.7,85.0
2713,4.1,4.8,85.0
2714,4.1,4.9,85.0
2715,4.1,4.9,49.3
2716,4.6,4.8,83.8
2717,4.6,4.6,59.0
2718,4.6,5.4,32.0
2719,5.6,4.9,53.0
2720,2.2,3.5,139.0
2721,2.7,4.6,78.0
2722,3.1,4.5,112.0
2723,3.1,4.5,106.0
2724,3.1,4.5,85.0
2725,3.1,5.5,19.0
2726,3.1,4.8,85.0
2727,3.1,4.8,85.0
2728,3.1,4.4,93.0
2729,4.2,5.5,52.0
2730,4.2,4.6,91.0
2731,2.0,4.6,118.0
2732,6.0,6.2,17.0
2733,1.0,4.0,149.0
2734,1.0,4.0,142.0
2735,1.0,4.5,140.0
2736,1.0,4.3,124.0
2737,1.0,4.3,123.0
2738,1.0,4.6,123.0
2739,1.0,4.6,106.0
2740,1.0,4.6,123.0
2741,1.0,5.1,59.0
2742,1.0,4.4,101.0
2743,1.0,4.4,142.0
2744,1.0,4.4,74.0
2745,1.0,4.4,101.0
2746,1.0,4.9,68.0
2747,1.0,4.2,143.0
2748,1.0,4.2,41.0
2749,1.0,4.7,47.0
2750,3.4,4.8,38.0
2751,3.4,5.3,86.0
2752,3.4,5.1,67.0
2753,3.4,5.1,88.6
2754,3.4,4.9,60.1
2755,3.9,5.6,24.0
2756,4.8,5.8,34.9
2757,4.8,5.4,38.0
2758,5.3,5.8,18.0
2759,3.8,5.0,43.1
2760,3.8,5.1,90.0
2761,3.8,5.1,95.7
2762,3.8,5.2,52.0
2763,4.1,5.3,54.0
2764,4.1,5.6,70.0
2765,4.1,5.2,40.0
2766,4.6,4.4,132.0
2767,5.6,5.4,38.0
2768,5.4,5.7,49.0
2769,3.1,4.8,100.0
2770,3.1,5.8,29.0
2771,3.1,4.6,126.0
2772,3.1,5.2,37.4
2773,3.1,4.8,114.0
2774,2.0,4.5,131.0
2775,1.0,4.3,89.0
2776,1.0,4.8,74.0
2777,1.0,4.6,72.0
2778,1.0,4.9,85.0
2779,1.0,4.2,136.0
2780,1.0,4.2,117.0
2781,3.8,5.9,22.0
2782,4.1,5.7,22.0
2783,7.0,6.0,39.9
2784,3.5,5.8,18.0
2785,2.8,6.3,11.0
2786,3.7,5.1,73.0
2787,7.0,6.2,30.6
2788,2.0,4.5,75.0
2789,2.0,4.5,69.0
2790,2.0,5.5,26.0
2791,2.0,4.3,129.0
2792,2.0,4.8,102.0
2793,2.0,4.1,85.0
2794,2.0,5.6,34.0
2795,2.0,4.9,58.0
2796,2.0,5.4,39.0
2797,2.0,4.2,84.0
2798,5.0,5.9,23.6
2799,6.0,5.9,23.0
2800,1.0,4.0,83.0
2801,1.0,4.0,100.0
2802,1.0,4.0,108.0
2803,1.0,4.0,157.0
2804,1.0,4.0,82.0
2805,1.0,4.0,132.0
2806,1.0,4.0,55.0
2807,1.0,4.0,117.0
2808,1.0,4.0,122.0
2809,1.0,4.0,90.0
2810,1.0,4.0,82.0
2811,1.0,4.5,109.0
2812,1.0,4.5,62.0
2813,1.0,4.5,81.0
2814,1.0,4.5,103.0
2815,1.0,4.5,55.0
2816,1.0,4.5,110.0
2817,1.0,4.5,153.0
2818,1.0,4.5,133.0
2819,1.0,5.0,46.0
2820,1.0,5.5,62.0
2821,1.0,4.3,75.0
2822,1.0,4.3,107.0
2823,1.0,4.3,97.0
2824,1.0,4.3,134.0
2825,1.0,4.3,105.0
2826,1.0,4.3,74.0
2827,1.0,4.3,96.0
2828,1.0,4.3,134.0
2829,1.0,4.3,133.0
2830,1.0,4.8,76.0
2831,1.0,4.8,79.0
2832,1.0,4.8,91.0
2833,1.0,4.1,97.0
2834,1.0,4.1,119.0
2835,1.0,4.1,124.0
2836,1.0,4.1,144.0
2837,1.0,4.1,76.0
2838,1.0,4.1,103.0
2839,1.0,4.1,80.0
2840,1.0,4.1,108.0
2841,1.0,4.1,88.0
2842,1.0,4.1,120.0
2843,1.0,4.1,145.0
2844,1.0,4.1,84.0
2845,1.0,4.6,105.0
2846,1.0,4.6,64.0
2847,1.0,4.6,90.0
2848,1.0,4.6,78.0
2849,1.0,4.6,69.0
2850,1.0,4.6,61.0
2851,1.0,4.6,62.0
2852,1.0,4.6,70.0
2853,1.0,4.4,121.0
2854,1.0,4.4,69.0
2855,1.0,4.4,38.0
2856,1.0,4.4,70.0
